latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-24.1112,-57.72945,314.17,2.71,1.58,2022-01-22,302,Terra,MODIS,87,6.1NRT,292.5,45.19,N
-24.5887,-61.19382,309.18,1.53,1.22,2022-01-22,302,Terra,MODIS,56,6.1NRT,295.8,7.74,N
-24.59135,-61.20878,322.87,1.53,1.22,2022-01-22,302,Terra,MODIS,100,6.1NRT,296.49,29.5,N
-23.13606,-58.45742,309.27,2.53,1.53,2022-01-22,302,Terra,MODIS,72,6.1NRT,291.73,24.76,N
-23.14091,-58.4818,307.93,2.52,1.53,2022-01-22,302,Terra,MODIS,67,6.1NRT,291.67,21.12,N
-23.14425,-58.46089,305.92,2.53,1.53,2022-01-22,302,Terra,MODIS,54,6.1NRT,291.78,15.32,N
-23.13061,-58.46411,307.49,2.53,1.53,2022-01-22,302,Terra,MODIS,65,6.1NRT,291.61,19.84,N
-22.6765,-63.53374,316.72,1.2,1.09,2022-01-22,302,Terra,MODIS,91,6.1NRT,298.08,12.52,N
-22.66673,-63.53561,313.57,1.2,1.09,2022-01-22,302,Terra,MODIS,81,6.1NRT,297.67,9.28,N
-22.65697,-63.53749,308.46,1.2,1.09,2022-01-22,302,Terra,MODIS,57,6.1NRT,297.39,4.82,N
-22.65886,-63.54908,327.22,1.2,1.09,2022-01-22,302,Terra,MODIS,100,6.1NRT,298.18,27.07,N
-22.65641,-63.54388,323.51,1.2,1.09,2022-01-22,302,Terra,MODIS,100,6.1NRT,298.03,21.24,N
-22.65824,-63.55549,312.37,1.2,1.09,2022-01-22,302,Terra,MODIS,54,6.1NRT,297.71,8.24,N
-22.31847,-68.88213,308.13,1.13,1.06,2022-01-22,302,Terra,MODIS,74,6.1NRT,283.66,13.81,N
-21.2211,-60.69101,312,1.92,1.35,2022-01-22,302,Terra,MODIS,83,6.1NRT,292.05,22.52,N
-21.21782,-60.67262,304.5,1.93,1.36,2022-01-22,302,Terra,MODIS,56,6.1NRT,292.05,9.49,N
-21.98569,-63.5103,330,1.23,1.1,2022-01-22,302,Terra,MODIS,100,6.1NRT,296.98,33.78,N
-21.99557,-63.50847,314.58,1.23,1.1,2022-01-22,302,Terra,MODIS,86,6.1NRT,296.6,11.77,N
-21.99367,-63.49651,317.19,1.23,1.1,2022-01-22,302,Terra,MODIS,93,6.1NRT,296.66,14.86,N
-22.39503,-63.00575,319.69,1.29,1.13,2022-01-22,302,Terra,MODIS,99,6.1NRT,298.06,17.31,N
-22.61736,-63.55142,314.04,1.2,1.09,2022-01-22,302,Terra,MODIS,50,6.1NRT,297.49,10.02,N
-22.62527,-63.53793,309.37,1.2,1.09,2022-01-22,302,Terra,MODIS,20,6.1NRT,297.58,5.16,N
-18.64679,-63.3139,303.02,1.42,1.18,2022-01-22,304,Terra,MODIS,37,6.1NRT,292.52,5.74,N
-18.63842,-63.32927,305.73,1.41,1.18,2022-01-22,304,Terra,MODIS,65,6.1NRT,291.95,8.79,N
-18.13328,-62.56895,301.68,1.62,1.25,2022-01-22,304,Terra,MODIS,43,6.1NRT,290.98,6.43,N
-18.00325,-62.34401,304.13,1.69,1.28,2022-01-22,304,Terra,MODIS,59,6.1NRT,290.46,10.43,N
-17.51884,-61.95041,308.79,1.84,1.33,2022-01-22,304,Terra,MODIS,76,6.1NRT,289.36,20.73,N
-17.52184,-61.96759,312.93,1.83,1.33,2022-01-22,304,Terra,MODIS,86,6.1NRT,290.22,27.33,N
-17.51379,-61.95697,315.52,1.84,1.33,2022-01-22,304,Terra,MODIS,91,6.1NRT,289.77,32.33,N
-19.05595,-62.43518,316.53,1.59,1.24,2022-01-22,304,Terra,MODIS,93,6.1NRT,292.79,24.53,N
-19.05662,-62.44081,314.29,1.59,1.24,2022-01-22,304,Terra,MODIS,89,6.1NRT,292.76,21.35,N
1.4519,-73.91382,302.37,1.14,1.06,2022-01-22,308,Terra,MODIS,49,6.1NRT,292.18,4.31,N
3.55728,-71.85896,302.27,1,1,2022-01-22,308,Terra,MODIS,48,6.1NRT,292.12,3.58,N
3.22974,-73.19315,306.78,1.03,1.02,2022-01-22,308,Terra,MODIS,69,6.1NRT,292.53,6.5,N
2.57355,-74.22691,302.11,1.15,1.07,2022-01-22,308,Terra,MODIS,47,6.1NRT,291.46,4.36,N
3.13425,-72.89355,308.24,1.02,1.01,2022-01-22,308,Terra,MODIS,74,6.1NRT,293.03,7.25,N
3.24745,-71.89944,305.05,1,1,2022-01-22,308,Terra,MODIS,63,6.1NRT,292.34,5,N
2.1608,-73.90118,306.56,1.12,1.05,2022-01-22,308,Terra,MODIS,68,6.1NRT,291.91,7.48,N
1.69403,-74.21765,300.79,1.17,1.08,2022-01-22,308,Terra,MODIS,30,6.1NRT,289.38,3.69,N
3.24871,-71.89052,302.96,1,1,2022-01-22,308,Terra,MODIS,52,6.1NRT,292.08,3.71,N
3.01413,-73.41497,302.25,1.05,1.02,2022-01-22,308,Terra,MODIS,48,6.1NRT,291.72,4.12,N
2.57207,-74.23709,301.83,1.15,1.07,2022-01-22,308,Terra,MODIS,45,6.1NRT,291.52,4.25,N
1.42486,-73.89964,305.34,1.13,1.06,2022-01-22,308,Terra,MODIS,64,6.1NRT,292.26,6.42,N
4.74958,-70.90078,312.39,1.06,1.03,2022-01-22,310,Terra,MODIS,85,6.1NRT,288,10.63,N
3.79553,-71.60341,301.79,1.01,1,2022-01-22,310,Terra,MODIS,44,6.1NRT,291.48,3.38,N
4.74825,-70.91027,305.81,1.06,1.03,2022-01-22,310,Terra,MODIS,32,6.1NRT,288.26,5.07,N
5.25543,-72.60112,302.26,1,1,2022-01-22,310,Terra,MODIS,48,6.1NRT,291.43,3.87,N
7.68426,-70.20939,306.07,1.22,1.1,2022-01-22,310,Terra,MODIS,67,6.1NRT,291.95,9.09,N
4.66092,-71.46713,303.39,1.02,1.01,2022-01-22,310,Terra,MODIS,55,6.1NRT,290.97,4.33,N
4.73639,-70.92796,306.28,1.06,1.03,2022-01-22,310,Terra,MODIS,62,6.1NRT,289.52,5.45,N
4.73771,-70.91847,342.55,1.06,1.03,2022-01-22,310,Terra,MODIS,100,6.1NRT,290.24,50.01,N
4.73904,-70.90899,350.57,1.06,1.03,2022-01-22,310,Terra,MODIS,100,6.1NRT,290.3,66.87,N
4.74036,-70.89949,359,1.06,1.03,2022-01-22,310,Terra,MODIS,100,6.1NRT,290.3,89.48,N
4.74169,-70.88998,317.14,1.07,1.03,2022-01-22,310,Terra,MODIS,94,6.1NRT,288.98,14.96,N
4.72718,-70.92664,328.97,1.06,1.03,2022-01-22,310,Terra,MODIS,100,6.1NRT,289.67,27.98,N
4.7285,-70.91717,346.42,1.06,1.03,2022-01-22,310,Terra,MODIS,100,6.1NRT,291.1,57.92,N
4.43712,-71.48817,300.19,1.02,1.01,2022-01-22,310,Terra,MODIS,21,6.1NRT,282.52,3.89,N
4.40983,-71.55256,305.57,1.02,1.01,2022-01-22,310,Terra,MODIS,65,6.1NRT,283.18,7.4,N
4.27493,-72.18372,307.84,1,1,2022-01-22,310,Terra,MODIS,73,6.1NRT,292.16,6.93,N
4.27619,-72.17479,315.69,1,1,2022-01-22,310,Terra,MODIS,92,6.1NRT,291.73,12.75,N
4.15948,-71.76238,304.8,1.01,1,2022-01-22,310,Terra,MODIS,62,6.1NRT,290.37,4.95,N
4.04216,-71.87669,302.54,1,1,2022-01-22,310,Terra,MODIS,50,6.1NRT,290.77,3.6,N
4.11966,-71.32541,308.22,1.03,1.01,2022-01-22,310,Terra,MODIS,52,6.1NRT,291.06,8.11,N
3.91186,-72.7325,304.28,1.01,1,2022-01-22,310,Terra,MODIS,42,6.1NRT,291.87,4.27,N
4.06785,-71.17149,303.25,1.03,1.02,2022-01-22,310,Terra,MODIS,54,6.1NRT,291.53,3.68,N
3.97902,-71.47583,304.13,1.02,1.01,2022-01-22,310,Terra,MODIS,59,6.1NRT,292.05,4.52,N
3.6983,-73.32888,301.7,1.04,1.02,2022-01-22,310,Terra,MODIS,43,6.1NRT,290.97,3.75,N
8.89679,-69.90941,314.49,1.32,1.14,2022-01-22,312,Terra,MODIS,89,6.1NRT,293.15,18.7,N
9.48892,-69.05345,305.78,1.54,1.22,2022-01-22,312,Terra,MODIS,43,6.1NRT,292.35,12.2,N
10.05653,-64.87919,315.02,3.3,1.72,2022-01-22,312,Terra,MODIS,71,6.1NRT,290.81,77.75,N
10.05263,-64.88445,312.77,3.3,1.72,2022-01-22,312,Terra,MODIS,57,6.1NRT,290.67,71.06,N
9.65531,-70.64355,303.44,1.22,1.1,2022-01-22,312,Terra,MODIS,55,6.1NRT,286.55,9.9,N
10.30328,-72.35686,307.78,1.04,1.02,2022-01-22,312,Terra,MODIS,72,6.1NRT,290.4,7.36,N
10.33045,-72.56274,308.34,1.03,1.01,2022-01-22,312,Terra,MODIS,74,6.1NRT,288.57,9.68,N
11.74272,-70.20107,322.08,1.38,1.16,2022-01-22,312,Terra,MODIS,100,6.1NRT,295.27,29.48,N
8.66419,-67.25626,303.12,2.04,1.39,2022-01-22,312,Terra,MODIS,53,6.1NRT,292.84,10.39,N
8.67499,-67.25204,302.88,2.04,1.39,2022-01-22,312,Terra,MODIS,52,6.1NRT,292.84,9.47,N
8.74272,-70.14987,310.95,1.27,1.12,2022-01-22,312,Terra,MODIS,63,6.1NRT,292.46,11.89,N
8.74344,-70.1444,308.57,1.27,1.12,2022-01-22,312,Terra,MODIS,75,6.1NRT,291.95,9.92,N
8.75342,-70.14616,311.42,1.27,1.12,2022-01-22,312,Terra,MODIS,82,6.1NRT,291.57,12.65,N
8.75188,-70.1579,306.73,1.27,1.12,2022-01-22,312,Terra,MODIS,51,6.1NRT,292,8.09,N
9.61964,-63.72605,319.83,4,1.86,2022-01-22,312,Terra,MODIS,99,6.1NRT,288.12,132.08,N
9.6496,-63.61709,325.2,4.08,1.87,2022-01-22,312,Terra,MODIS,100,6.1NRT,288.86,179.66,N
9.64517,-63.65421,312.12,4.05,1.87,2022-01-22,312,Terra,MODIS,84,6.1NRT,288,84.26,N
9.62445,-63.73198,315.44,4,1.86,2022-01-22,312,Terra,MODIS,91,6.1NRT,287.68,102.16,N
9.65369,-63.62292,330.51,4.08,1.87,2022-01-22,312,Terra,MODIS,100,6.1NRT,288.84,227.93,N
8.89837,-69.89746,304.01,1.32,1.14,2022-01-22,312,Terra,MODIS,58,6.1NRT,293.03,7.67,N
9.51531,-67.42395,302.94,2.04,1.39,2022-01-22,312,Terra,MODIS,52,6.1NRT,291.76,11.7,N
9.6495,-63.66004,303.38,4.05,1.87,2022-01-22,312,Terra,MODIS,43,6.1NRT,287.91,40.59,N
20.48329,-77.029,304.13,1.03,1.02,2022-01-22,314,Terra,MODIS,59,6.1NRT,292.68,5.26,N
18.14867,-71.51941,309.98,1.38,1.16,2022-01-22,314,Terra,MODIS,79,6.1NRT,288.12,18.42,N
21.28529,-77.77483,302.99,1.07,1.03,2022-01-22,314,Terra,MODIS,46,6.1NRT,291.25,6.09,N
20.81761,-77.98534,302.65,1.1,1.05,2022-01-22,314,Terra,MODIS,50,6.1NRT,291.07,6.08,N
18.13675,-71.53046,319.63,1.38,1.16,2022-01-22,314,Terra,MODIS,89,6.1NRT,287.92,28.31,N
20.48475,-77.01924,323.5,1.03,1.02,2022-01-22,314,Terra,MODIS,100,6.1NRT,293.15,21.87,N
18.15576,-71.54752,312.36,1.37,1.16,2022-01-22,314,Terra,MODIS,48,6.1NRT,287.05,19.73,N
18.1573,-71.53507,310.4,1.38,1.16,2022-01-22,314,Terra,MODIS,32,6.1NRT,286.41,17.3,N
18.14705,-71.53261,305.91,1.38,1.16,2022-01-22,314,Terra,MODIS,55,6.1NRT,287.27,13.09,N
-33.941,150.85831,314.58,1.47,1.2,2022-01-22,334,Aqua,MODIS,37,6.1NRT,296.71,13.34,D
-34.46244,150.87367,320.4,1.49,1.21,2022-01-22,334,Aqua,MODIS,56,6.1NRT,303.36,15.65,D
-26.41874,153.04317,316.51,1.01,1.01,2022-01-22,336,Aqua,MODIS,28,6.1NRT,302,7.16,D
-28.83732,151.80728,318.46,1.15,1.07,2022-01-22,336,Aqua,MODIS,74,6.1NRT,294.07,14.16,D
27.07116,103.94316,305.04,1.06,1.03,2022-01-22,349,Terra,MODIS,58,6.1NRT,288.53,5.91,D
27.07285,103.93256,303.26,1.06,1.03,2022-01-22,349,Terra,MODIS,50,6.1NRT,287.85,4.69,D
27.09862,103.94772,308.52,1.06,1.03,2022-01-22,349,Terra,MODIS,65,6.1NRT,285.12,8.18,D
27.10029,103.93719,305.67,1.06,1.03,2022-01-22,349,Terra,MODIS,37,6.1NRT,285.97,6.13,D
27.05083,104.42394,300.97,1.1,1.05,2022-01-22,349,Terra,MODIS,43,6.1NRT,286.5,5.08,D
27.48479,101.6797,310.53,1.01,1.01,2022-01-22,349,Terra,MODIS,35,6.1NRT,288.98,10.31,D
27.16806,103.864,304.62,1.05,1.03,2022-01-22,349,Terra,MODIS,59,6.1NRT,285.73,7.15,D
27.17626,103.98157,308.15,1.06,1.03,2022-01-22,349,Terra,MODIS,67,6.1NRT,288.74,8.27,D
26.96626,105.49782,303.02,1.24,1.11,2022-01-22,349,Terra,MODIS,54,6.1NRT,290.49,6.34,D
27.22113,104.05457,306.06,1.07,1.03,2022-01-22,349,Terra,MODIS,51,6.1NRT,286.46,7.37,D
27.25536,103.94778,305.56,1.06,1.03,2022-01-22,349,Terra,MODIS,57,6.1NRT,288.04,7.5,D
27.30499,103.87118,304.73,1.05,1.02,2022-01-22,349,Terra,MODIS,56,6.1NRT,287.73,6.09,D
27.27953,104.48863,306.01,1.1,1.05,2022-01-22,349,Terra,MODIS,63,6.1NRT,285.98,8.99,D
27.28131,104.47776,300.56,1.1,1.05,2022-01-22,349,Terra,MODIS,35,6.1NRT,285.42,5.08,D
27.74064,102.21133,303.67,1,1,2022-01-22,349,Terra,MODIS,57,6.1NRT,290.75,3.92,D
28.22855,102.02103,302.3,1.01,1,2022-01-22,349,Terra,MODIS,52,6.1NRT,284.19,6.34,D
28.23054,102.13506,304.34,1,1,2022-01-22,349,Terra,MODIS,48,6.1NRT,287.65,5.04,D
28.43369,102.19435,353.24,1,1,2022-01-22,349,Terra,MODIS,97,6.1NRT,289.99,70.11,D
28.43518,102.1841,353.88,1,1,2022-01-22,349,Terra,MODIS,97,6.1NRT,289.99,71.6,D
26.57397,101.67297,318.08,1.01,1,2022-01-22,349,Terra,MODIS,59,6.1NRT,293.05,14.62,D
26.57541,101.66296,323.17,1.01,1,2022-01-22,349,Terra,MODIS,73,6.1NRT,292.78,19.82,D
26.59114,101.87582,305.97,1,1,2022-01-22,349,Terra,MODIS,62,6.1NRT,293.36,4.5,D
26.7091,101.10767,304.23,1.03,1.01,2022-01-22,349,Terra,MODIS,55,6.1NRT,288.69,6.07,D
26.88313,101.6395,307.33,1.01,1,2022-01-22,349,Terra,MODIS,62,6.1NRT,293.51,8.26,D
26.87222,102.0963,302.13,1,1,2022-01-22,349,Terra,MODIS,46,6.1NRT,288.73,3.97,D
26.7026,104.05252,302.54,1.08,1.04,2022-01-22,349,Terra,MODIS,53,6.1NRT,288.57,6.49,D
26.75432,104.08424,304.09,1.08,1.04,2022-01-22,349,Terra,MODIS,58,6.1NRT,286.5,7,D
26.97879,103.77337,306.14,1.05,1.02,2022-01-22,349,Terra,MODIS,60,6.1NRT,290.92,5.95,D
26.97169,103.87815,309.41,1.06,1.03,2022-01-22,349,Terra,MODIS,69,6.1NRT,287.72,8.95,D
26.98079,103.87994,306.54,1.06,1.03,2022-01-22,349,Terra,MODIS,36,6.1NRT,287.47,6.45,D
26.99653,103.88972,310.43,1.06,1.03,2022-01-22,349,Terra,MODIS,32,6.1NRT,288.55,8.95,D
26.90093,104.83608,305.96,1.15,1.07,2022-01-22,349,Terra,MODIS,63,6.1NRT,287.17,8.4,D
26.90278,104.82478,312,1.15,1.07,2022-01-22,349,Terra,MODIS,72,6.1NRT,286.66,13.64,D
25.35772,105.57707,309.75,1.32,1.14,2022-01-22,351,Terra,MODIS,69,6.1NRT,287.43,14.45,D
25.69608,103.86748,300.08,1.09,1.04,2022-01-22,351,Terra,MODIS,26,6.1NRT,286.31,4.63,D
25.55525,104.95915,304.45,1.22,1.1,2022-01-22,351,Terra,MODIS,59,6.1NRT,287.68,8.21,D
25.56101,104.98473,302.58,1.22,1.1,2022-01-22,351,Terra,MODIS,31,6.1NRT,287.28,6.32,D
26.28248,101.77686,301.58,1,1,2022-01-22,351,Terra,MODIS,36,6.1NRT,289.83,4.76,D
25.78798,105.46912,307.65,1.28,1.12,2022-01-22,351,Terra,MODIS,66,6.1NRT,290.88,10.14,D
24.14886,103.3146,300.05,1.07,1.03,2022-01-22,351,Terra,MODIS,23,6.1NRT,285.68,3.81,D
23.84641,103.77296,302.85,1.12,1.06,2022-01-22,351,Terra,MODIS,45,6.1NRT,289.85,5.74,D
20.96203,97.01699,320.1,1.36,1.16,2022-01-22,351,Terra,MODIS,77,6.1NRT,297.29,20.52,D
26.49441,101.78143,302.11,1,1,2022-01-22,351,Terra,MODIS,51,6.1NRT,290.58,2.82,D
26.4833,101.92155,305.25,1,1,2022-01-22,351,Terra,MODIS,59,6.1NRT,292.92,4.41,D
26.48474,101.91165,303.02,1,1,2022-01-22,351,Terra,MODIS,41,6.1NRT,291.44,2.73,D
25.33025,104.94513,305.96,1.22,1.1,2022-01-22,351,Terra,MODIS,48,6.1NRT,288.97,8.48,D
25.3311,104.95166,302.04,1.22,1.1,2022-01-22,351,Terra,MODIS,32,6.1NRT,288.84,5.54,D
25.33312,104.9398,307.87,1.22,1.1,2022-01-22,351,Terra,MODIS,66,6.1NRT,289.24,10.06,D
12.75844,106.87511,313.43,2.83,1.61,2022-01-22,353,Terra,MODIS,43,6.1NRT,293.49,28.98,D
12.73577,106.31712,317.96,2.56,1.54,2022-01-22,353,Terra,MODIS,71,6.1NRT,293.29,29.76,D
12.72967,106.30932,316.52,2.56,1.54,2022-01-22,353,Terra,MODIS,39,6.1NRT,294.11,21.52,D
12.72575,106.33247,319.86,2.57,1.54,2022-01-22,353,Terra,MODIS,70,6.1NRT,294.11,35.29,D
12.78643,105.73209,316.7,2.3,1.47,2022-01-22,353,Terra,MODIS,70,6.1NRT,293.19,34.93,D
13.56799,100.77487,315.31,1.07,1.03,2022-01-22,353,Terra,MODIS,38,6.1NRT,295.76,6.08,D
13.13969,100.80725,312.13,1.08,1.04,2022-01-22,353,Terra,MODIS,53,6.1NRT,296.12,7.74,D
13.13819,100.81712,312.99,1.08,1.04,2022-01-22,353,Terra,MODIS,56,6.1NRT,296.36,8.49,D
12.07651,106.65141,312.47,2.8,1.6,2022-01-22,353,Terra,MODIS,59,6.1NRT,293.31,23.63,D
34.70366,137.78047,307.42,1.08,1.04,2022-01-22,353,Aqua,MODIS,65,6.1NRT,287.92,7.98,D
35.35332,139.87886,300.89,1,1,2022-01-22,353,Aqua,MODIS,32,6.1NRT,287.45,4.16,D
35.35178,139.868,309.02,1,1,2022-01-22,353,Aqua,MODIS,0,6.1NRT,288.94,9.14,D
35.29283,138.83136,319.07,1.01,1.01,2022-01-22,353,Aqua,MODIS,79,6.1NRT,280.73,19.56,D
35.29119,138.82051,322.09,1.01,1.01,2022-01-22,353,Aqua,MODIS,81,6.1NRT,280.95,22.77,D
35.02931,136.87485,306.97,1.15,1.07,2022-01-22,353,Aqua,MODIS,49,6.1NRT,288.13,9.28,D
35.10982,136.77766,300.16,1.16,1.07,2022-01-22,353,Aqua,MODIS,23,6.1NRT,284.27,5.06,D
35.93368,140.67958,309.76,1.03,1.01,2022-01-22,353,Aqua,MODIS,0,6.1NRT,288.07,10.09,D
10.83577,107.97387,317.5,3.75,1.81,2022-01-22,353,Terra,MODIS,67,6.1NRT,297.41,56.71,D
10.8438,107.98103,317.76,3.75,1.81,2022-01-22,353,Terra,MODIS,48,6.1NRT,297.99,48.89,D
12.33482,103.09074,313.08,1.49,1.21,2022-01-22,353,Terra,MODIS,31,6.1NRT,292.93,10.15,D
11.9853,105.73248,313.26,2.39,1.49,2022-01-22,353,Terra,MODIS,59,6.1NRT,295.4,17,D
11.98104,105.73722,313.5,2.39,1.49,2022-01-22,353,Terra,MODIS,60,6.1NRT,295.14,17.36,D
12.77708,106.85258,317.13,2.82,1.6,2022-01-22,353,Terra,MODIS,70,6.1NRT,293.45,44.18,D
13.71992,101.45597,322.14,1.14,1.06,2022-01-22,353,Terra,MODIS,76,6.1NRT,298.31,12.84,D
12.53724,108.80464,307.72,4.03,1.86,2022-01-22,353,Terra,MODIS,31,6.1NRT,291.73,47.84,D
12.98355,106.83194,309.83,2.78,1.59,2022-01-22,353,Terra,MODIS,46,6.1NRT,292.51,15.84,D
12.97564,107.12216,312.53,2.93,1.63,2022-01-22,353,Terra,MODIS,40,6.1NRT,295.27,20.39,D
13.41475,104.91744,316.7,1.94,1.36,2022-01-22,353,Terra,MODIS,66,6.1NRT,293.32,22.06,D
13.03006,107.33194,311.54,3.03,1.66,2022-01-22,353,Terra,MODIS,37,6.1NRT,294.99,26.32,D
13.4716,104.80238,313.97,1.9,1.35,2022-01-22,353,Terra,MODIS,59,6.1NRT,295.22,14.19,D
13.92315,103.49035,317.07,1.49,1.21,2022-01-22,353,Terra,MODIS,56,6.1NRT,296.51,10.55,D
13.73493,105.25232,317.02,2.03,1.39,2022-01-22,353,Terra,MODIS,53,6.1NRT,297.49,12.92,D
13.68294,106.24837,318.88,2.43,1.5,2022-01-22,353,Terra,MODIS,68,6.1NRT,295.37,33.8,D
13.68923,106.65392,327.56,2.61,1.55,2022-01-22,353,Terra,MODIS,81,6.1NRT,296.92,79.73,D
13.70298,106.65643,311.75,2.61,1.55,2022-01-22,353,Terra,MODIS,43,6.1NRT,294.77,20.51,D
15.21289,103.84004,324.87,1.5,1.21,2022-01-22,353,Terra,MODIS,78,6.1NRT,298.65,23.28,D
15.21516,103.82631,323.73,1.5,1.21,2022-01-22,353,Terra,MODIS,77,6.1NRT,298.29,20.67,D
14.71589,106.8168,316.84,2.56,1.54,2022-01-22,353,Terra,MODIS,45,6.1NRT,297.3,27.26,D
14.7226,106.82353,317.86,2.56,1.54,2022-01-22,353,Terra,MODIS,51,6.1NRT,297.15,26.06,D
15.74642,104.44808,315.22,1.62,1.25,2022-01-22,353,Terra,MODIS,59,6.1NRT,297.41,12.05,D
18.3817,94.9853,307.56,1.72,1.29,2022-01-22,353,Terra,MODIS,52,6.1NRT,297.05,9.81,D
18.5267,95.02509,310.33,1.72,1.29,2022-01-22,353,Terra,MODIS,43,6.1NRT,299.15,9.57,D
